1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1779,0,3,2,306,0,372,454,3,1955,1779,3,17920,102,0,418,4,5,1763,1955,1974,170000
1629,0,3,0,1300,2,316,808,0,2002,1629,2,14536,85,236,252,5,8,1616,2002,2003,270000
1554,0,2,2,24,2,1530,627,2,2006,1554,2,4590,34,108,73,5,8,1554,2006,2006,209500
993,1243,4,3,0,6,964,642,0,1997,2236,2,13006,69,285,0,5,7,964,1997,1997,222000
796,0,2,3,0,6,796,0,4,0,796,3,3636,40,0,0,4,4,796,1922,1950,55000
840,840,0,3,0,6,840,308,4,1960,1680,3,15576,63,0,0,7,6,840,1915,1976,177000
848,0,1,0,686,2,162,420,0,2003,848,2,4435,37,170,0,5,6,848,2003,2003,136500
1142,0,3,3,874,0,268,528,0,1976,1142,3,4224,44,0,90,5,5,1142,1976,1976,134000
1252,0,1,1,429,1,93,564,2,1960,1252,3,13500,69,0,0,7,6,1602,1960,1975,235000
1684,0,2,3,28,2,1656,564,2,2005,1684,0,8849,63,616,72,5,9,1684,2005,2005,266000
2000,0,3,3,1464,2,536,888,4,2004,2000,2,10386,80,246,0,5,8,2000,2004,2005,305900
1616,0,3,0,0,6,1616,834,2,2005,1616,2,8688,73,228,59,5,7,1616,2005,2005,232000
1299,573,3,0,990,2,309,531,2,2001,1872,0,11885,69,108,122,5,8,1299,2001,2001,261500
1042,534,3,3,0,6,1042,225,3,1928,1576,3,6240,52,0,0,6,5,1042,1928,1950,149000
1175,807,3,0,421,2,386,575,4,1989,1982,2,11287,82,340,84,6,7,807,1989,1989,228500
988,0,3,3,534,1,246,276,3,1950,988,3,7200,60,0,80,7,5,876,1950,1950,119000
1844,0,2,3,976,2,868,620,0,2005,1844,2,10994,88,366,44,5,8,1844,2005,2006,257000
1258,0,3,3,656,0,602,528,4,1971,1258,2,11040,80,144,0,7,6,1258,1971,2004,145000
1288,0,1,3,786,2,474,500,0,1996,1288,0,14963,38,0,30,5,8,1260,1996,1996,245500
1634,0,3,3,0,6,1626,866,4,2006,1634,2,11428,98,248,44,5,8,1626,2006,2006,250000
855,0,3,3,257,0,103,440,3,1974,1322,3,2308,24,0,0,5,6,855,1974,1974,147000
707,707,3,0,0,6,707,403,0,2004,1414,2,9056,74,0,35,5,8,707,2004,2004,178000
1504,0,3,1,690,2,814,478,0,1996,1504,2,11883,73,196,66,5,7,1504,1996,1996,203000
1670,0,3,3,0,6,1670,690,2,2006,1670,2,14859,50,27,60,5,7,1670,2006,2006,240000
1516,651,0,1,125,3,36,518,2,1974,2167,2,17542,69,0,47,7,7,1192,1974,2003,294000
1069,0,2,3,559,0,510,440,2,1977,1069,3,4043,53,0,55,6,6,1069,1977,1977,140000
1072,0,2,1,547,2,0,525,0,2005,1072,3,3675,35,82,44,5,6,547,2005,2006,140000
1572,0,3,1,1159,5,413,995,2,1963,1572,3,35133,50,226,263,4,5,1572,1963,1963,186700
1188,561,0,3,1088,3,0,456,3,1963,1869,3,8820,98,0,0,6,5,1088,1890,1996,124900
882,0,1,3,0,6,882,0,1,0,882,3,5500,55,0,0,6,4,882,1956,1956,103200
1922,0,3,1,1249,2,673,676,0,2005,1922,2,14157,86,200,51,5,9,1922,2005,2006,377426
780,0,2,0,632,0,148,352,3,1973,780,3,7200,60,0,0,7,5,780,1972,1972,124900
1021,580,0,3,0,6,533,300,2,1958,1601,3,13825,85,0,34,6,5,533,1958,1987,140000
1530,0,0,0,1274,0,256,430,0,2005,1530,2,16158,124,16,36,5,7,1530,2005,2005,260000
833,0,3,3,625,7,208,0,1,0,833,3,8780,69,0,0,5,5,833,1985,1985,112000
679,504,2,3,331,0,318,308,3,1981,1183,3,6000,50,0,176,7,3,649,1948,2002,120000
1040,0,3,3,659,0,381,260,3,1962,1040,3,6897,69,0,104,8,5,1040,1962,2010,127000
1466,1362,4,1,1150,2,316,1052,2,2006,2828,2,9965,77,340,144,5,8,1466,2006,2007,424870
1032,220,3,3,280,1,752,288,3,1950,1252,3,9600,80,0,0,5,6,1032,1950,1950,119000
1246,0,3,3,340,3,0,305,2,1959,1246,2,7500,75,0,0,7,5,1246,1959,1994,154000
904,0,2,3,0,6,884,180,3,1926,904,3,6000,50,0,0,7,6,884,1926,2004,119000
966,686,4,3,686,3,0,416,3,1961,1652,3,10800,60,0,0,6,5,686,1915,1950,139000
1036,0,3,3,375,5,457,288,3,1949,1268,3,12144,60,0,28,7,5,832,1949,1950,133000
1172,741,3,3,0,6,896,342,4,1929,1913,3,7558,57,0,0,6,6,896,1928,1950,177000
1358,0,0,2,733,7,625,484,2,2010,1358,2,6371,44,128,35,5,7,1358,2009,2010,224000
1657,0,3,3,1237,3,420,484,3,1970,1657,3,12155,69,0,0,3,6,1657,1970,1970,163500
838,0,2,2,210,5,0,275,0,1961,838,1,10267,55,0,0,7,6,816,1918,2000,130000
1022,1038,3,3,772,0,220,390,2,1999,2060,2,8755,69,298,0,5,7,992,1999,1999,214000
764,862,2,3,573,2,191,474,2,2003,1626,2,2448,36,106,27,5,7,764,2003,2004,154000
663,689,4,3,371,0,292,299,0,1969,1352,3,9364,80,143,36,7,6,663,1969,1969,158000
968,408,3,3,368,5,359,240,3,1941,1376,3,9492,79,0,0,5,5,768,1941,1950,105000
849,811,3,3,326,3,389,240,3,1939,1660,3,11988,74,0,0,7,6,715,1934,1995,188700
616,796,3,3,0,6,616,432,0,2007,1412,2,8499,73,0,36,5,6,616,2006,2007,156932
756,713,3,3,0,7,756,216,3,1906,1469,3,10320,60,0,0,7,6,756,1906,1995,135000
774,656,3,3,0,7,384,400,2,2000,1430,3,9967,76,0,0,5,7,384,2000,2000,170000
1094,0,3,2,500,5,594,495,4,1953,1094,3,10452,85,216,0,5,6,1094,1953,1953,155000
1826,0,3,1,1422,2,392,758,4,2005,1826,2,11302,69,238,75,5,8,1814,2005,2006,319000
672,252,0,2,0,7,672,576,3,2003,924,3,8064,60,0,0,7,5,672,1949,2006,122900
1502,0,1,0,368,2,0,528,2,1985,1502,2,6820,69,0,54,5,8,1488,1985,1985,212000
616,1072,4,1,462,2,154,603,2,1997,1688,2,12798,79,0,114,5,6,616,1997,1997,200000
1262,0,0,3,905,2,357,572,4,2006,1262,2,7200,60,68,120,5,6,1262,2006,2006,185000
1905,0,3,3,0,6,1905,788,0,2006,1905,0,11670,84,302,191,5,9,1905,2006,2006,320000
1153,878,3,0,252,0,901,541,0,1998,2031,2,11404,75,202,84,5,7,1153,1998,1999,222500
1350,0,3,3,0,6,1064,478,2,1974,1350,3,10140,78,174,0,5,6,1064,1974,1974,165000
941,888,3,3,483,2,458,613,2,2003,1829,2,9548,44,223,39,6,7,941,2003,2003,237000
965,0,3,3,641,1,187,300,3,1979,965,3,7800,60,0,0,5,5,828,1965,1965,119900
672,252,2,3,348,1,324,280,3,1941,924,1,12180,60,0,0,4,4,672,1941,1950,80000
1055,1208,3,3,0,6,1055,905,0,2001,2263,2,9240,69,396,45,5,8,1055,2001,2002,287000
1236,872,4,3,626,5,501,540,3,1935,2108,2,13728,120,0,0,7,6,1127,1935,1986,235000
1242,0,3,3,916,0,326,528,3,1973,1242,3,9600,80,320,0,6,7,1242,1973,1973,175500
989,584,3,3,0,7,884,240,3,1935,1573,2,6120,51,0,0,7,4,884,1935,1995,133000
884,1151,3,3,0,6,884,434,0,2001,2035,2,9505,69,180,48,5,7,884,2001,2001,222500
1232,0,3,3,660,1,572,516,3,1984,1232,3,11120,69,0,0,6,6,1232,1984,1984,162500
1098,866,4,3,403,7,400,483,2,1976,1964,3,10480,80,660,69,6,7,803,1976,1976,205000
792,348,3,3,0,6,576,0,1,0,1140,3,8800,55,0,160,7,4,576,1910,2004,96500
894,0,3,3,702,1,192,450,2,1967,894,2,9764,57,0,0,7,5,894,1967,2003,130000
1512,1142,4,2,619,1,435,619,4,1968,2654,2,11029,69,220,65,7,6,1054,1968,1984,250000
768,0,2,0,660,7,108,396,0,1974,768,3,7200,60,0,0,8,5,768,1972,2003,133900
672,0,2,4,0,4,0,0,1,0,912,3,6240,52,0,0,5,4,0,1947,1950,80500
1040,1040,5,0,650,5,390,504,3,1969,2080,1,11606,70,192,0,5,5,1040,1969,1969,135000
1040,0,3,3,732,2,308,576,4,2000,1040,2,12464,82,0,0,5,5,1040,1996,1996,152000
1149,467,3,2,370,3,779,216,3,1926,1616,2,5400,40,0,0,7,6,1149,1926,2004,152000
1047,0,2,3,0,6,641,273,3,1954,1047,3,10800,60,0,0,7,4,641,1885,1995,100000
1803,0,3,3,168,5,284,484,2,1957,1803,3,13125,88,67,0,4,5,1134,1957,2000,155000
832,0,2,3,0,6,832,528,3,1962,832,2,7227,59,0,0,6,6,832,1954,1954,105500
894,0,3,3,180,5,340,384,4,1966,894,3,7094,99,0,0,5,5,894,1966,1966,125000
596,596,3,2,0,6,596,189,3,1920,1192,3,6402,60,0,0,5,5,596,1920,1950,78000
1850,0,3,1,1261,2,572,772,0,2004,1850,2,16033,98,378,112,5,9,1833,2004,2005,326000
899,0,3,3,450,0,414,288,0,1967,899,2,7800,65,89,0,7,5,864,1967,2004,130000
892,0,3,3,340,5,524,264,2,1966,892,3,9477,69,65,0,5,5,864,1966,1966,110000
1260,1031,4,2,1046,5,168,506,3,1900,2291,3,7200,60,0,0,6,6,1214,1910,1998,133900
1075,1063,2,3,0,6,849,360,3,1910,2138,3,8100,90,0,156,5,5,849,1898,1965,106000
926,678,3,3,0,6,926,470,0,1997,1604,3,10839,100,0,36,5,6,926,1997,1998,181000
887,1134,3,3,0,6,868,422,2,2006,2021,2,23257,168,0,100,5,7,868,2006,2006,274725
938,0,3,0,280,3,167,308,3,1977,938,3,9200,69,0,0,6,5,938,1975,1980,130250
912,514,3,3,0,6,912,216,3,1925,1426,2,7642,55,0,240,8,7,912,1918,1998,189950
928,992,4,3,220,5,708,400,4,1948,1920,3,11345,95,567,0,5,5,928,1948,1950,137000
1098,0,3,3,902,0,196,260,4,1955,1098,3,7390,69,151,0,7,5,1098,1955,1955,135000
729,0,2,3,0,6,270,0,4,0,729,3,4130,56,0,0,6,3,270,1935,2003,52000
1252,0,3,3,0,6,1252,528,3,1960,1252,2,10721,80,243,39,6,6,1252,1959,1959,142000
1584,0,4,3,0,6,1584,792,3,1967,1584,3,8944,65,0,152,5,5,1584,1967,1967,124000
1506,0,2,3,0,6,1498,592,4,2008,1506,0,14587,75,284,174,5,9,1498,2008,2008,264132
1709,0,2,0,1238,2,460,506,0,1999,1709,2,5119,50,60,65,5,9,1698,1999,2000,328900
1092,0,2,3,895,5,197,299,0,1957,1092,3,14850,69,0,0,5,5,1092,1957,1957,141000
1746,0,3,1,1320,2,426,758,0,2006,1746,0,14892,42,160,39,5,9,1746,2006,2007,377500
1304,983,0,3,603,1,701,667,0,1953,2287,3,15593,81,0,21,4,7,1304,1953,1953,225000
789,0,2,3,0,6,768,200,3,1926,789,3,10594,55,0,0,5,5,768,1926,1950,96500
1041,0,3,3,991,0,50,270,2,1959,1041,3,9600,80,132,88,6,5,1041,1959,1959,124500
993,915,4,3,0,6,967,431,0,2002,1908,2,14191,85,0,0,5,8,967,2002,2002,202900
1010,1257,4,3,0,6,1010,390,2,2002,2267,2,8068,69,0,46,5,6,1010,2002,2002,200000
875,0,2,3,209,1,506,180,3,1931,875,3,6120,51,0,0,7,5,715,1931,1993,105000
1526,0,4,0,383,5,833,364,4,1957,1526,3,8562,68,145,78,6,5,1216,1957,2002,144500
1567,0,2,1,1567,0,0,714,2,1977,1567,2,9819,69,0,32,5,6,1567,1977,1977,196000
1734,1088,0,1,0,6,1734,1020,2,2009,2822,0,13891,107,424,170,5,9,1734,2008,2009,582933
689,689,3,3,141,5,548,360,3,1928,1378,2,9600,60,0,0,9,7,689,1928,2005,161000
1281,457,4,3,0,6,715,368,3,1920,1738,3,12513,69,0,0,4,4,715,1920,2007,104900
1164,896,4,3,831,2,320,521,4,1988,2060,3,10029,97,268,228,5,6,1151,1988,1989,211000
1128,0,2,3,812,3,124,286,3,1954,1128,3,9000,75,0,0,5,5,936,1954,1954,118000
840,880,3,3,0,6,840,440,0,2004,1720,2,8244,62,0,48,5,7,840,2004,2004,183500
1050,0,2,3,504,5,546,338,3,1956,1050,3,9600,80,0,0,6,5,1050,1956,1956,128900
1114,0,0,3,814,2,300,576,3,2004,1114,2,13695,66,0,78,5,6,1114,2003,2004,155000
1053,0,3,3,567,5,413,750,2,1998,1053,0,8973,69,85,80,7,5,1008,1958,1991,150000
1593,0,0,0,1153,2,440,682,0,2001,1593,0,4923,41,0,120,5,8,1593,2001,2002,286000
1214,0,0,3,695,1,519,318,2,1967,1214,3,10355,69,196,111,5,5,1214,1967,1967,143000
816,0,3,3,641,0,175,264,3,1982,816,2,6600,60,0,0,9,5,816,1982,2008,130500
1535,0,4,4,0,4,0,400,3,1979,1535,3,7018,64,0,0,5,5,0,1979,1979,118858
1360,1360,0,3,1036,7,140,795,3,1918,3112,2,25419,174,0,16,4,8,1360,1918,1990,235000
1079,840,3,0,0,6,1079,685,2,2006,1919,2,15611,120,0,51,5,8,1079,2006,2006,233230
1097,0,3,3,0,6,1097,672,3,1995,1097,3,10859,112,0,64,5,5,1097,1994,1995,145000
983,767,4,2,660,0,323,423,3,1989,1750,3,12508,75,0,0,7,6,983,1940,1985,160000
483,504,2,3,0,6,483,288,3,1972,987,3,1680,21,297,0,5,6,483,1972,1972,94500
981,0,3,3,282,0,664,576,3,1979,981,3,10530,69,0,312,5,6,981,1971,1971,143250
1700,0,4,3,1018,5,380,447,2,1959,1700,2,10552,70,0,38,5,5,1398,1959,1959,165500
816,0,2,3,708,2,108,308,3,1957,816,3,7100,73,0,0,7,5,816,1957,1957,129900
944,896,3,3,666,2,278,622,2,2001,1840,2,12420,79,0,45,5,7,944,2001,2001,230000
1291,1230,5,3,837,0,105,576,4,1973,2521,3,3964,42,0,20,4,6,942,1973,1973,151400
1002,0,3,3,828,1,174,902,3,1973,1002,3,8750,69,76,0,6,5,1002,1970,1970,148500
841,0,2,3,0,6,721,294,3,1950,841,3,8400,60,0,0,4,4,721,1950,1950,82000
996,0,2,0,747,2,189,564,3,1992,996,2,9069,73,0,0,6,6,936,1992,1992,147000
1713,0,3,0,1088,2,625,856,0,2004,1713,0,9591,76,262,26,5,8,1713,2004,2005,274900
1412,0,3,2,1005,2,387,576,3,1988,1412,2,11457,130,0,0,5,6,1392,1988,1988,175000
1236,0,2,3,600,2,312,923,4,1957,1236,3,7407,90,0,158,7,6,912,1957,1996,149700
1040,0,3,1,633,0,431,648,3,1963,1040,3,25286,94,0,0,5,4,1064,1963,1963,132250
1616,0,2,3,1180,2,415,608,2,1995,1616,2,5389,39,0,152,5,8,1595,1995,1996,236500
1414,0,3,3,528,0,245,601,3,1990,1414,3,11029,87,0,51,8,6,1184,1958,2002,176500
975,975,3,3,649,7,326,576,2,1997,1950,2,7399,66,1600,10,5,7,975,1997,1998,239000
1086,0,3,3,320,0,404,490,3,1989,1086,3,10200,85,104,0,7,5,1086,1954,2003,144900
1072,504,0,1,1309,2,15,528,2,1923,1576,2,21384,144,0,312,6,5,1324,1923,2004,223500
768,0,2,0,619,0,149,624,3,1987,768,3,7244,54,0,0,7,5,768,1970,1970,129500
1381,0,3,3,982,0,179,676,4,1972,1381,2,9360,78,0,0,7,6,1161,1972,2006,197500
1284,885,3,3,0,7,1284,647,2,2002,2169,2,9375,69,149,87,5,8,1284,2002,2002,228500
720,0,2,4,0,4,0,287,3,1955,720,3,6627,69,0,0,6,3,0,1949,1950,72500
1584,1208,0,3,493,3,1017,520,3,1920,2792,3,10440,60,0,547,7,6,1510,1920,1950,256000
936,0,2,3,0,6,936,576,3,1974,936,3,6000,60,0,32,4,4,936,1953,1953,93000
1181,0,3,0,920,1,38,588,2,1974,1181,3,10012,90,0,0,5,4,1138,1972,1972,137500
1689,0,3,0,0,6,1689,954,2,2007,1689,2,9849,83,0,56,6,7,1689,2007,2007,248328
948,0,3,3,732,5,216,280,4,1956,948,3,8190,60,0,36,6,4,948,1954,1954,119000
756,756,2,3,420,2,336,440,3,2000,1512,2,2117,69,513,32,5,6,756,2000,2000,168500
894,0,3,3,492,1,402,450,4,1968,894,3,8724,109,0,0,5,5,894,1968,1968,129000
932,920,3,3,822,2,78,644,2,2009,1852,2,8640,72,0,108,5,7,900,2009,2009,252678
845,0,3,4,0,4,0,290,3,1957,845,3,11500,69,0,0,3,4,0,1957,1957,84000
774,0,3,3,544,5,0,0,1,0,774,2,4270,70,0,0,6,3,544,1931,2006,79000
2053,1185,4,0,816,7,1217,666,0,1996,3238,2,14720,56,579,86,5,8,2033,1995,1996,410000
1232,0,2,0,724,2,508,632,4,2007,1232,2,7314,64,82,0,5,7,1232,2007,2007,194500
1164,0,3,3,0,6,1164,528,3,1969,1164,3,9600,80,168,0,5,7,1164,1969,1969,140000
912,336,2,3,324,3,588,160,3,1957,1248,3,9439,52,0,0,5,5,912,1930,1950,87000
1687,0,3,0,353,1,60,572,4,1966,1687,3,57200,69,0,0,5,5,747,1948,1950,160000
860,1100,4,3,625,2,235,440,0,2002,1960,2,7851,69,0,48,5,6,860,2002,2002,216500
546,0,3,3,273,1,0,286,2,1970,1092,3,2217,21,0,0,4,4,546,1970,1970,88000
894,0,3,3,552,7,342,400,3,1999,894,3,9450,68,0,0,5,4,894,1954,1954,110000
1479,0,3,0,1013,2,440,558,2,2003,1479,2,10665,72,167,29,5,7,1453,2003,2003,226000
1060,0,3,2,188,5,204,270,3,1968,1060,2,8246,69,0,90,8,5,1060,1968,2001,154000
1436,0,3,2,946,2,490,484,4,2004,1436,2,8450,65,266,98,5,7,1436,2004,2004,210000
1044,0,2,0,0,6,540,504,3,1952,1044,1,8712,66,0,0,5,5,540,1952,1952,55993
880,888,2,2,390,7,490,320,3,1914,1768,3,10800,60,0,341,7,7,880,1914,1970,163000
816,0,2,0,538,7,278,432,3,2002,816,3,5890,69,0,0,8,6,816,1930,2007,120500
774,656,3,3,250,2,134,400,0,2000,1430,3,7750,69,0,0,5,7,384,2000,2000,180000
1867,0,2,3,379,3,470,303,0,1955,1867,3,10708,69,0,0,5,5,1617,1955,1993,190000
1500,0,0,0,1070,2,286,648,0,2006,1500,2,4045,53,45,20,5,7,1356,2006,2006,246578
1100,0,3,3,419,0,375,312,2,1960,1100,3,12493,69,0,0,5,4,1100,1960,1960,141000
816,0,0,1,546,0,270,264,3,1982,816,3,8314,76,0,0,7,5,816,1982,1982,124500
1328,0,2,1,967,1,383,308,4,1959,1328,3,16905,115,0,104,6,5,1350,1959,1959,170000
1728,568,3,1,1338,2,384,842,2,2008,2296,0,13478,97,420,274,5,10,1722,2008,2008,451950
864,0,2,3,167,5,697,572,3,1957,864,3,8172,60,0,0,7,5,864,1955,1990,115000
1266,0,3,3,0,6,1257,453,3,2005,1266,2,7500,62,0,144,5,7,1257,2005,2005,176000
858,0,3,3,614,1,244,0,1,0,858,3,8125,69,0,0,4,4,858,1971,1971,88000
832,878,3,3,426,2,406,506,2,1993,1710,2,9291,76,120,70,5,6,832,1993,1993,187000
772,351,3,3,0,6,732,264,3,1979,1123,3,6060,50,0,0,5,4,732,1939,1950,100000
953,694,3,3,0,6,953,460,2,1999,1647,3,7917,62,0,40,5,6,953,1999,2000,175000
874,0,3,3,510,7,354,288,2,1968,874,3,9858,62,0,0,6,5,864,1968,1968,130000
1788,0,3,0,0,6,1753,522,2,2001,1788,0,11838,69,0,151,5,8,1753,2001,2001,236500
1839,0,3,3,1186,2,291,416,0,1957,1839,2,14442,110,106,87,7,6,1477,1957,2004,257500
1088,780,4,3,381,0,399,484,3,1976,1868,2,10304,69,44,96,7,5,780,1976,1976,197500
1712,0,4,3,528,3,1098,588,0,2005,1712,3,8393,70,122,54,5,5,1626,1959,2005,145000
561,668,2,3,285,0,276,462,0,1980,1229,3,1300,24,0,0,6,6,561,1980,1980,124000
1600,0,3,3,0,6,1566,890,2,2007,1600,2,14230,110,640,56,5,8,1566,2007,2007,256300
916,684,3,0,0,6,916,460,0,1997,1600,3,8773,57,0,38,5,6,916,1997,1997,169000
896,448,3,3,0,6,896,240,4,1936,1344,3,6240,69,0,114,4,5,896,1936,1950,115000
1126,0,3,0,767,0,266,540,2,1977,1126,0,15611,69,0,0,6,5,1126,1977,1977,175000
923,0,3,3,658,0,218,264,3,1984,923,3,6951,37,0,0,5,5,876,1984,1985,119500
616,0,2,3,616,3,0,205,3,1921,616,3,6000,50,0,0,7,5,616,1921,1950,89000
1800,0,6,3,0,6,1800,0,1,0,1800,3,8000,80,0,0,4,5,1800,1961,1961,141000
1505,0,2,3,1024,7,481,505,2,1953,1505,3,12160,128,90,0,4,6,1505,1953,1953,149500
1647,0,3,2,1283,0,0,621,0,1977,1647,2,12984,80,459,0,6,5,1430,1977,1977,217500
1132,0,2,3,1024,2,108,451,0,2005,1132,2,7024,60,0,64,5,4,1132,2005,2005,176000
928,836,3,3,821,2,107,470,2,1997,1764,2,15426,65,0,99,5,6,928,1997,1997,231500
1088,441,4,4,0,4,0,240,3,1945,1529,3,8405,50,0,0,3,4,0,1945,1950,98000
1699,748,4,3,0,6,804,336,3,1969,2447,2,9638,50,0,0,7,6,804,1919,1990,169000
1504,0,1,3,16,2,1330,457,0,2005,1504,2,3182,43,16,0,5,7,1346,2005,2006,181000
1163,0,3,3,256,0,906,220,3,1955,1163,3,5820,49,0,98,8,3,1162,1955,2005,126175
769,756,3,3,436,2,320,440,3,2000,1525,2,2117,69,456,0,5,6,756,2000,2000,177000
935,0,3,3,560,1,0,288,3,1965,935,3,13526,69,114,0,6,5,935,1965,1965,137000
813,0,2,3,0,6,813,270,3,1932,813,2,5684,70,0,113,8,6,813,1930,2005,110000
1112,896,3,3,603,2,293,230,3,1948,2008,0,7800,78,0,0,8,5,896,1948,2002,225000
1532,797,4,3,1085,2,390,514,3,1990,2329,2,11839,86,99,121,5,7,1475,1990,1990,262280
910,648,4,3,420,1,490,282,3,1950,1558,3,13710,75,0,0,5,5,910,1950,1950,152000
832,832,4,3,194,2,638,528,2,1976,1664,3,10140,78,0,28,5,7,832,1976,1976,162900
2110,0,3,3,1065,0,1045,522,0,1968,2110,0,11160,93,0,0,5,7,2110,1968,1968,244000
905,881,3,3,648,2,176,684,2,1997,1786,2,9337,69,0,162,5,6,824,1997,1997,204750
925,550,4,3,548,0,36,336,2,1977,1475,3,2665,41,0,26,6,5,757,1977,1977,127000
811,576,3,3,0,6,811,256,3,1954,1387,2,6000,50,0,0,4,5,811,1954,1954,93000
976,732,3,3,0,6,976,380,4,2004,1708,2,3363,32,117,40,5,7,976,2004,2004,130000
1085,649,3,3,600,5,312,440,4,1962,1734,2,9786,77,0,0,7,6,912,1962,1981,159000
1766,648,3,3,664,1,290,520,4,1970,2414,3,10800,60,0,0,4,5,954,1900,1970,160000
933,975,4,3,642,2,273,493,3,1994,1908,2,8750,70,0,133,5,7,915,1994,1995,210000
1283,0,3,3,504,5,319,506,3,1980,1283,3,7763,70,0,0,7,5,931,1962,1980,140000
1212,0,3,3,0,6,1212,573,2,2001,1212,2,9100,70,0,0,5,7,1212,2001,2001,178000
952,596,0,3,0,6,952,672,4,1978,1548,0,7264,55,0,0,7,7,952,1925,2007,205000
980,0,3,0,400,7,100,384,0,1967,980,3,9750,75,0,0,5,5,980,1967,1967,135500
1811,0,2,3,296,0,230,470,0,1956,1811,0,14115,90,0,0,7,6,1073,1956,2004,230000
1056,0,0,3,1056,5,0,384,3,1966,1056,3,8900,69,0,42,4,4,1056,1966,1966,107000
1234,0,3,0,0,6,1234,484,2,2007,1234,2,11049,85,0,30,5,8,1234,2007,2007,179900
630,672,3,3,0,6,630,440,3,1970,1302,3,2016,24,304,0,5,5,630,1970,1970,106000
1035,371,3,3,0,6,319,0,1,0,1406,1,7920,69,0,144,7,6,319,1920,1950,89500
858,0,2,0,685,2,173,576,3,1983,858,3,7252,69,0,0,5,5,858,1982,1982,134900
1182,1142,4,3,998,7,177,736,0,2005,2324,0,11924,85,286,21,5,9,1175,2005,2006,345000
910,0,3,0,0,6,105,414,3,1953,910,2,8892,74,0,0,7,5,105,1953,1996,116000
798,813,4,1,674,2,0,442,2,1964,1611,3,9760,80,360,128,6,6,780,1964,1964,167900
684,876,3,0,0,6,684,400,0,2005,1560,2,11911,122,0,38,5,6,684,2005,2005,174000
2020,0,4,4,0,4,0,630,3,1977,2020,3,8400,60,320,0,5,5,0,1977,1977,144000
1338,0,2,2,616,2,722,582,0,2001,1338,2,4920,41,0,0,5,8,1338,2001,2001,213500
1188,0,3,3,593,7,595,312,3,1962,1188,3,26142,69,189,39,7,5,1188,1962,1962,157900
1459,0,3,3,0,7,1459,527,2,2002,1459,2,8749,70,100,39,5,7,1459,2002,2002,192000
1306,954,3,1,1201,2,105,533,4,1996,2260,2,14000,80,0,44,5,7,1306,1996,1997,328000
1430,0,3,3,0,6,1413,605,2,2001,1430,2,16285,67,0,33,5,7,1413,2001,2002,187100
996,0,3,3,290,1,706,0,1,0,996,3,13907,63,0,0,6,5,996,1940,1969,108000
1092,0,3,3,787,5,305,504,2,1964,1092,3,8250,75,260,0,7,6,1092,1964,1964,145000
625,625,2,3,0,6,625,625,0,2006,1250,2,4017,35,0,54,5,7,625,2006,2007,171900
864,864,0,3,0,6,864,572,2,2004,1728,2,9313,65,0,56,5,7,864,2004,2004,190000
924,0,3,3,0,6,924,280,3,1981,924,3,7990,88,0,0,6,5,924,1975,1975,110000
1199,0,2,3,300,2,899,530,2,1993,1199,2,7892,55,0,63,5,6,1199,1993,1993,153900
948,0,3,3,0,6,948,300,3,1968,948,3,8978,69,0,0,5,5,948,1968,1968,108000
925,0,0,3,338,1,121,429,3,1965,925,3,9100,70,0,0,6,5,925,1965,1965,117500
835,0,2,3,108,0,350,366,3,1920,835,3,10625,85,0,0,5,5,458,1920,1950,83000
1580,886,4,3,0,6,1580,610,2,2004,2466,2,11143,102,0,214,5,8,1580,2004,2005,340000
1216,941,4,3,445,5,479,487,4,1966,2157,2,14200,88,309,66,6,7,924,1966,1966,226000
1060,0,3,3,840,2,200,572,4,1976,1060,3,4224,44,0,110,7,5,1040,1976,1976,129900
2633,0,2,1,1282,2,1351,804,2,2001,2633,0,11400,69,705,140,5,10,2633,2001,2002,466500
1048,0,2,3,0,6,993,280,3,1922,1048,3,6380,58,0,0,6,5,993,1922,1950,113000
953,711,3,3,0,6,953,460,2,2000,1664,3,8121,69,0,40,5,6,953,2000,2000,172400
784,0,2,3,0,6,784,360,3,1950,784,3,9000,60,0,0,3,6,784,1928,1950,76000
1279,0,3,3,641,0,276,473,3,1980,1279,3,10125,75,0,83,6,6,1196,1977,1977,171500
1229,0,3,3,1059,0,75,284,2,1956,1229,3,17140,69,0,0,6,4,1134,1956,1956,135000
1268,0,2,3,540,3,728,244,0,1954,1268,3,7800,78,200,98,6,5,1268,1954,1954,132000
1428,0,3,3,0,6,1428,480,0,2007,1428,2,11639,95,0,120,5,7,1428,2007,2008,182000
1125,0,0,0,631,0,410,352,3,1977,1125,3,7200,72,255,0,6,6,1041,1976,1976,125000
1008,0,2,3,486,1,522,275,4,1954,1008,3,11425,69,0,0,6,5,1008,1954,1954,137000
1630,0,3,1,0,6,1622,860,2,2008,1630,0,10226,61,270,42,5,8,1622,2008,2008,295493
864,864,3,3,503,5,361,673,2,2003,1728,2,8791,64,0,56,5,6,864,2003,2003,207500
1211,0,3,3,250,1,210,322,4,1968,1211,3,8250,55,0,63,5,5,952,1968,1968,134000
